iteration,timestamp,avg_fitness,general_MAX_CLUSTER_DISTANCE,general_MAX_CLUSTER_JOIN_DISTANCE,populationSize,generations,newChromosomes,eliminator_type,eliminator_elitism,eliminator_survivalRate,eliminator_p,mutator_comp_p,mutator_child1_numMutations,mutator_child1_p,mutator_child1_weight,mutator_child2_numMutations,mutator_child2_p,mutator_child2_weight,crossover_comp_p,crossover_child1_geoP,crossover_child1_crossoverProb,crossover_child1_weight,crossover_child2_geoP,crossover_child2_crossoverProb,crossover_child2_weight,crossover_child3_p,crossover_child3_weight,crossover_child4_k,crossover_child4_p,crossover_child4_weight,crossover_child5_k,crossover_child5_p,crossover_child5_weight,selection_type,selection_tournamentSize,48xxx_random_constraints.job_fitness,51000_rijeka_random_constraints.job_fitness
11,2026-06-17T20:18:54.502482,60.37802246985031,6.700340975330225,16.634790735744538,5000,2000,19,EliteEliminator,12,0.095821462,0.375926837,0.9999923317546101,5,0.22369911268621817,0.48279457624280175,10,0.6403858266816905,0.8943891786746921,0.9999997994444116,0.3881842026068063,0.4804598764777347,0.3793825015089086,0.1860984458654895,0.5315345532069403,0.8986532328959708,0.2501201612499869,0.49866231040970066,5,0.3750673642296296,0.6800495048780054,7,0.6137239012461569,0.2679875264982382,TournamentSelection,2,94.89470484783003,25.86134009187058
12,2026-06-17T21:11:21.907755,61.489055224498735,11.946308680797628,15.029909613829156,5000,2000,24,EliteEliminator,8,0.38686819538779615,0.7130566817790189,0.999997059,6,0.43016489859267804,0.247443436,18,0.36998031980312873,0.7507035691498096,0.9999968950706771,0.2061684188246135,0.1709383888507164,0.9920707213829025,0.30832537098749413,0.28326215316329273,0.8627153147890009,0.5940015065453258,0.21089033096411042,6,0.4350855583489549,0.6055341510893018,2,0.44333732106422086,0.3164479428741688,TournamentSelection,3,96.67494246227017,26.303167986727303
13,2026-06-17T22:04:32.318380,63.53102521237133,2.7571607932810767,17.326782671954028,5000,2000,15,EliteEliminator,1,0.3773720842433521,0.35299378846084983,0.9999901482652843,3,0.4059975077167831,0.1888848869683219,12,0.23941578521876006,0.7037073278387835,0.9999922855505251,0.33647629852385624,0.3400320826176721,0.21624559110144842,0.5133831232752564,0.8288847973582685,0.4466948551663785,0.6683397361539064,0.9131708211427161,6,0.18207051337736613,0.3650085392029231,5,0.3959584816727906,0.3458057622826981,TournamentSelection,4,100.29583675378734,26.76621367095532
14,2026-06-17T22:48:25.766331,64.95255313455743,1.1802647479301196,4.937178540111106,5000,2000,27,EliteEliminator,15,0.2268264525260963,0.28403563123510317,0.9999978127342437,4,0.26447658093448845,0.6207982636082618,19,0.6740231657820309,0.7200899312424668,0.9999970086277137,0.5624507372256092,0.15952812828839208,0.25067348095995856,0.40835401458394005,0.34133915404376186,0.5412286718433053,0.6664419188008998,0.3050065746449324,4,0.5606959198329963,0.7251650823949479,5,0.1544357072707161,0.3444545488167242,TournamentSelection,5,101.75850983060113,28.14659643851373
15,2026-06-17T23:28:13.903257,59.87627421540365,5.153230135250017,4.7153064085489795,5000,2000,26,EliteEliminator,17,0.31340388017432963,0.5137614250604177,0.9999930493533103,9,0.4413910618349224,0.9299103869290555,12,0.7653605988600541,0.7628420285191768,0.9999954747524905,0.7644697166340607,0.4537958672091834,0.9672288854865336,0.36104899403093915,0.8529600684747389,0.3837493777252301,0.6667119990317077,0.446800323,7,0.5988955563257242,0.39852274462605797,2,0.5132749727202526,0.8860541350681822,TournamentSelection,2,93.01052198532406,26.74202644548323
16,2026-06-17T23:54:51.298442,61.02687249150008,5.148223686028948,15.855253535300456,5000,500,1,EliteEliminator,2,0.19175227910117099,0.8465698800655498,1,8,0.5962457118347344,0.6460854687978783,7,0.1,0.7644941470211025,0.9999997567189445,0.8,0.6477788394862406,1,0.15424708952846003,0.1,0.9563314906407656,0.6588018179058434,0.328544768,3,0.3331390646961501,0.9157724213223882,5,0.5263484600419887,0.35222485148463856,TournamentSelection,4,97.83404025428506,24.219704728715104
17,2026-06-18T01:43:51.091962,62.252151057401235,4.332788817576938,16.017700082082683,5000,2000,28,EliteEliminator,19,0.11533289624910871,0.6000800055793959,0.9999945629062488,1,0.4755801524188077,0.8166003245665534,11,0.27245633773040034,0.7619984468690431,0.999998164,0.32024467338955553,0.44028048047504387,0.5514983852242139,0.3589673291242864,0.6746908939006342,0.3844796542732343,0.6621982322566927,0.8337186470719462,8,0.5080506951160727,0.6872608359908331,5,0.45498551836392775,0.3008258461591239,TournamentSelection,2,98.97885481,25.52544729988866
18,2026-06-18T10:39:19.455874+00:00,65.23590564559817,2.111881053635251,19.80105469084174,500,2000,3,EliteGeometricEliminator,2,0.3945004281198486,0.1,0.9999988405639745,6,0.5955048504863507,0.7638733220583696,18,0.7343281387087454,0.18399505723453102,0.9999955372437318,0.4393425859878647,0.1,0.7211825303328981,0.7036067807494958,0.39514726521380594,0.7985268130558651,0.6576450217993839,0.17675413139666352,2,0.526312368,0.249559785,5,0.8215871645508961,0.11838270432772137,TournamentSelection,3,103.31675716191461,27.155054129281726
19,2026-06-18T15:04:41.562956+00:00,61.85317032208088,6.377220443233114,18.263674190030983,5000,2000,18,EliteGeometricEliminator,14,0.462399344,0.1,0.9999999342039829,4,0.4100935042057662,0.9019550395418147,18,0.5781838304699412,0.48145849052039824,0.999994931,0.7153785697666605,0.1,0.2565607594051879,0.16356897393606182,0.8712784727606141,0.5682108863430816,0.6597158516523771,0.11339347224417108,5,0.8492139607610214,0.35918009170927934,5,0.24256880271916692,0.24907833314575423,TournamentSelection,5,97.75817006393972,25.948170580222037
20,2026-06-18T17:33:58.834131+00:00,65.46358885714136,1.8741291238861244,8.856842515066631,5000,2000,24,EliteGeometricEliminator,4,0.34966124568019885,0.5181972928465602,0.999999466,5,0.4143369906939681,0.7258152299624531,7,0.6690474728469108,0.7424237187306523,0.9999950605664633,0.2544399086213826,0.10326215539120909,0.7615351732194421,0.24215251597378748,0.33586146651967064,0.49690932375483676,0.6588526992222683,0.6778206853604871,2,0.33284213310396354,0.37902441228321204,5,0.5669449008524887,0.1591936146129169,TournamentSelection,5,104.68036674263155,26.24681097165117
21,2026-06-18T17:46:52.034403+00:00,63.82867166359153,9.844035866071295,13.91078847105098,1000,2000,23,EliteEliminator,3,0.1901884824231696,0.2911083075080193,0.9999922032361153,6,0.695779132,0.1496318738389514,16,0.5961620198396766,0.6093226098603853,0.9999999743398691,0.7677169774804228,0.10888845612962421,0.6223777666880069,0.7838129964801114,0.26097263378668023,0.5698849362492924,0.6523470203375756,0.4453528584756723,6,0.18038363918767447,0.3168403362622275,5,0.7453050704512076,0.4137578563650324,TournamentSelection,5,100.20230163765237,27.45504168953069
22,2026-06-18T18:01:58.503946+00:00,63.091814871915005,1.5126886577228629,17.29149489,1000,2000,13,EliteEliminator,17,0.35595912486672804,0.7667982013641775,0.9999922356693374,3,0.8924230294868456,0.6591860645205783,8,0.37981504854828796,0.5179341095434282,0.9999948302608761,0.4381347008884635,0.6524785674364766,0.8274377744090161,0.2979975477658832,0.3049793539932719,0.5632830937899884,0.6590292984308485,0.15152864669966282,3,0.20819827445127906,0.8385757795024406,5,0.8683294096833819,0.14873108580340982,TournamentSelection,3,99.32147567571373,26.86215406811628
23,2026-06-18T18:13:27.784787+00:00,65.2505586,1,15.549262528817732,1000,2000,20,EliteEliminator,12,0.20875718853011366,0.40622171979185484,0.9999989872338447,8,0.4773324036929386,0.5223356206517143,14,0.4619757438400093,0.809156846,0.9999936151397941,0.5950040479133544,0.1,0.9150952513827829,0.6719636627570681,0.2571794981823461,0.5251507768446416,0.6567752204678508,0.19165421459682985,3,0.8097463240487345,0.5524382092783848,5,0.7649151722493779,0.6884375502007763,TournamentSelection,4,103.68714828325102,26.813968913271157
24,2026-06-18T18:21:15.136000+00:00,59.89456453937811,2.643849047263738,13.127360483409067,1000,2000,3,EliteGeometricEliminator,17,0.3541426192480951,0.17539401019726353,0.9999984681080512,7,0.320204987,0.7524266050182428,20,0.3204355799216376,0.3486316556675143,0.99999255,0.6884131525851864,0.1,0.8640247723469971,0.7491626886743995,0.26649218317719203,0.11433671226718178,0.6604885177604778,0.8927533945658256,2,0.16910867977591534,0.5557241991720041,5,0.5063770055487707,0.9973877663500647,TournamentSelection,4,93.57739512852247,26.21173395023375
25,2026-06-18T20:55:39.366503+00:00,64.08098796023394,1.0025572471705553,12.268733422769355,5000,2000,4,EliteGeometricEliminator,1,0.34481092651251144,0.7033007023397756,0.9999989594678922,8,0.17614156326106575,0.9774364213955844,8,0.8164275218857264,0.3372941504759289,0.9999953353844732,0.4830104453888783,0.1,0.1982280816164415,0.30910919,0.24528396615121437,0.6205550401406034,0.6596931946792759,0.7735654378950325,5,0.14527310441209929,0.1791506793984995,5,0.7503113465242707,0.6500001786015773,TournamentSelection,2,102.0240071,26.137968816557894
26,2026-06-18T21:43:06.405560+00:00,63.91047999561766,1,8.591815943288733,5000,2000,14,EliteEliminator,18,0.1929705865843226,0.7885700814551113,0.9999936971010581,8,0.30896253049751526,0.11269663269390165,8,0.5345067655441982,0.5554131493334874,0.9999916606872938,0.4254197725134927,0.1,0.49843922523445305,0.21406802776642792,0.13373263382597006,0.4856327106361735,0.6668192618548969,0.7101041621872463,3,0.5106950572048354,0.46954517493436554,5,0.44257852451095303,0.7927290307272555,TournamentSelection,4,101.19576311047727,26.62519688075806
27,2026-06-18T21:45:01.884526+00:00,62.54400282594625,8.70658164,18.49100021620829,200,2000,21,EliteGeometricEliminator,11,0.3262883712723576,0.15607519200969583,0.9999986128650986,3,0.4941694028153558,0.7749867283634543,14,0.6135874690306741,0.6045219494263453,0.9999906100468277,0.25955113724645357,0.15734258864529432,0.3220759633266401,0.6239032175803044,0.38601013832707953,0.5397831507123674,0.658105954,0.7727615663559885,2,0.3719006469508678,0.4688159823210828,5,0.4512203020100479,0.2158478702698594,TournamentSelection,4,98.34776291594508,26.740242735947415
28,2026-06-18T21:49:40.196295+00:00,62.924212605159454,1,3.956328275051872,200,5000,28,EliteGeometricEliminator,6,0.065528088,0.7956916429853955,0.9999953825771632,4,0.6478681198580277,0.8318789726795061,8,0.5786641528145816,0.7789198002536875,0.9999906061260415,0.6531749165770634,0.34126156150029857,0.6386992736318647,0.7612929576548214,0.23676959537750394,0.5692903789724699,0.6601800029596615,0.6953704149881951,6,0.7403362573462239,0.5255049645817431,5,0.5306702569878557,0.7561204779140442,TournamentSelection,3,98.45901468999205,27.38941052032686
29,2026-06-18T21:57:26.176965+00:00,65.49911011378461,1.584522405108274,14.91310482389369,500,2000,19,EliteEliminator,4,0.085358883,0.576414434,0.9999987889613859,3,0.8006868668959809,0.43646680149974504,18,0.49741180393543594,0.5217068856731202,0.9999922420202382,0.628724851,0.1,0.8041348600181679,0.5817223711183173,0.33977700808140465,0.5313360180150511,0.6562661552237552,0.9831997384683334,6,0.7655477154498277,0.747336989,5,0.7509926110241868,0.8409401532176951,TournamentSelection,5,104.05253474617983,26.945685481389397
30,2026-06-19T06:50:50.879058+00:00,65.22919325683264,1,2.9887946706469948,500,2000,10,EliteEliminator,1,0.4882794933635364,0.3255774049419305,0.9999911484208375,1,0.4289956675237533,0.8877568789770701,11,0.6279033710037489,0.21888481963228276,0.9999944466685722,0.6725897787001969,0.1,0.45043874801432804,0.7514707575621475,0.11372332877352427,0.6040803724432015,0.7276571561092088,0.741313496,5,0.28494881505770986,0.2515218103017212,6,0.4776835327272011,0.8720768135668836,TournamentSelection,6,103.12498824059094,27.33339827307435
31,2026-06-19T06:55:26.548610+00:00,63.01106597900307,1,9.692821594,500,2000,26,EliteEliminator,1,0.1967489822969532,0.1,0.9999907698346225,7,0.5984768017609222,0.6863345487179281,11,0.4259735575264917,0.7285834897138868,0.9999964764048638,0.35638565517061593,0.1,0.9159898812394552,0.3483594229540942,0.1,0.7163612963630859,0.8309724817191713,0.17744742915040024,3,0.49955766236407195,0.35718698505377944,4,0.2701616218416152,0.23824894642401237,TournamentSelection,3,99.21599386045874,26.806138097547407
32,2026-06-19T07:38:40.931653+00:00,61.95702577678851,1,9.479716234278907,5000,2000,27,EliteEliminator,1,0.14865491918492754,0.3827695271448215,0.9999964804656396,6,0.3542537,0.9315720438091047,9,0.3186454174995348,0.9600941799703938,0.9999968429348992,0.526997056,0.1,0.3379201128413053,0.346375441,0.21098188234935972,0.5807602698512081,0.6581400224255283,0.9481667249648164,8,0.5167764035011764,0.9575160670271845,6,0.7050932758770062,0.6891358899036935,TournamentSelection,6,97.06615244081453,26.847899112762487
33,2026-06-19T07:40:19.372115+00:00,61.868011145817356,1,15.833230774112979,500,500,15,EliteGeometricEliminator,17,0.081233774,0.7106806015762295,0.9999967286373395,1,0.18672196602897945,0.5432476518225661,19,0.9,0.6763596009147096,0.9999972080838045,0.34407304654058224,0.1,0.25363585991500537,0.5993216357259874,0.3367909304523736,0.6267776354934208,0.6889077594211587,0.7381995918173393,4,0.2731703882001043,0.2388676049781708,6,0.4771423780733124,0.5324916724820343,TournamentSelection,3,96.40117930035777,27.33484299127694
34,2026-06-19T07:56:12.237344+00:00,62.15688406164659,1.8570228500502182,14.169108815920325,500,8000,3,EliteGeometricEliminator,16,0.3687292242999011,0.19650891073148563,0.999996347,2,0.23224846329659699,0.6208740921650312,16,0.7139245081218276,0.934015012,0.9999976961524119,0.47662384364696553,0.1,0.828996335,0.7353777216676881,0.1419660205183574,0.6270883147830407,0.7048490700994512,0.4951354996706079,3,0.6745944402036043,0.725914324,5,0.714693324,0.17200352774780392,TournamentSelection,6,97.13428879993022,27.179479323362962
35,2026-06-19T07:56:47.636807+00:00,65.09671656054553,1.3317490548727104,12.200579025423865,50,2000,3,EliteGeometricEliminator,8,0.1851187536895889,0.2398142064392885,0.9999957588223835,3,0.46869764916002266,0.520426286,11,0.8077356612305335,0.3846451217635726,0.9999986414566642,0.5332316570519842,0.1,0.7335963869845943,0.666903372,0.14884522096463512,0.6326423016526902,0.7459165008616567,0.4995513592808435,3,0.775457118,0.977999293,5,0.8931402444443187,0.5106237292535984,TournamentSelection,3,102.41395310865866,27.779480012432398
36,2026-06-19T08:06:39.685530+00:00,65.01137378545089,1,12.297345048432822,1000,2000,8,EliteEliminator,3,0.47727472941581867,0.5857731515068219,1,6,0.8423565754694897,0.3109074168231074,14,0.5720612027402306,0.49576391348649107,0.9999924463994722,0.4724731020287085,0.1,0.8283788945638905,0.6498360527855669,0.1458333529906376,0.6353889738771072,0.7854774883225007,0.7717139367704743,3,0.4523668253825296,0.3204735808531702,5,0.4317632343053348,0.496070577,TournamentSelection,6,101.87146731250746,28.151280258394312
37,2026-06-19T08:09:21.586122+00:00,61.34499364521113,1.5762247823336981,5.099391361893208,500,2000,14,EliteGeometricEliminator,20,0.30484912092353544,0.24977381377955754,0.999992241,4,0.7174022300463804,0.6448114218927418,11,0.5232868096362189,0.48303141062383415,0.9999938409978031,0.5563203440629175,0.295333631,0.6754808407018229,0.6364230945294641,0.14580490068671806,0.5300548220695153,0.3247835071559011,0.666233443,4,0.4338742083897781,0.9818160842770797,3,0.45290804015768427,0.962142402,TournamentSelection,2,95.22098685024574,27.469000440176536
38,2026-06-19T08:11:10.869885+00:00,61.66762280941604,1.4805679629260229,5.780569725347731,200,2000,11,EliteEliminator,1,0.17318040586609906,0.724792822,0.9999952124584403,7,0.27227215286448525,0.3236842715168884,13,0.8072118450936241,0.3292100236062955,0.9999908270739849,0.20707650401206373,0.1,0.9169983647383679,0.767590298,0.5382710351945289,0.6055632591473841,0.3436987954943661,0.7343598686402995,8,0.49624780741952856,0.1,5,0.18945227824479902,0.4161691271620769,TournamentSelection,3,97.08998709,26.24525853086737
39,2026-06-19T10:03:32.472281+00:00,63.32254810578378,1.2854165443021084,13.316838340077087,5000,5000,10,EliteGeometricEliminator,14,0.20889972729343098,0.12987051975771396,0.9999906668171724,4,0.39882058305195967,0.7739560989352576,8,0.7534141033564493,0.3793519120769435,0.9999945746335848,0.3735592096465763,0.1,0.7896565353112355,0.6496664325316792,0.19796341479982438,0.6268710058319595,0.6760388943020734,0.27916466831784625,3,0.36778672609688046,0.8153690386712713,5,0.7628843801754609,0.851958991,TournamentSelection,5,99.67413812371267,26.97095808785489
40,2026-06-19T10:16:26.259760+00:00,65.25763014778377,1.1892404359284359,17.186877768414305,1000,2000,6,EliteEliminator,1,0.18708674138934067,0.780208189,0.9999986314300369,5,0.640171304,0.9036244052237864,13,0.1012958449683767,0.4046628912630126,0.9999974158992908,0.7616741176033304,0.1,0.7956643037250594,0.7407938087906232,0.2135661586548705,0.6183819252462923,0.6881462796645352,0.21529103040103523,3,0.671797395,0.6028307920104063,5,0.7302278149379439,0.9894017016317751,TournamentSelection,4,103.02833074413167,27.486929551435885
41,2026-06-19T10:17:59.219596+00:00,61.83790281198459,1.3351738002226918,3.7811181915989343,200,2000,29,EliteEliminator,1,0.3242606969503846,0.4383535591567973,0.9999952150547801,5,0.4352912618095385,0.39419288474054803,7,0.22315989181163365,0.5387461379227619,0.9999984189783608,0.4321822887565344,0.1,0.43189792701049823,0.7613424120646797,0.2384258932494159,0.6290902039445913,0.6909569807859525,0.3064263089725823,3,0.5062966617215361,0.2934206854937461,5,0.5293801729212865,0.3542840078226117,TournamentSelection,4,96.75338070033871,26.922424923630466
42,2026-06-19T10:21:13.114971+00:00,61.99272266624461,1.1606694861707514,13.071583771429456,500,2000,10,EliteGeometricEliminator,1,0.4157145401072105,0.6903433802318583,0.99999064,9,0.4876357579093694,0.7198908551284984,17,0.852900024,0.7211316645676743,0.9999992343336087,0.4841022539298062,0.1,0.25389074860053595,0.6696170508673842,0.23429255610703303,0.6123920865028903,0.6703987695664184,0.300456343,2,0.5345718025391479,0.3126242530533272,5,0.5622806924110549,0.6567136547137046,TournamentSelection,4,96.69464596735935,27.290799365129867
43,2026-06-19T10:21:55.399630+00:00,64.24280636,1.6251407294825424,14.549187944626933,50,2000,17,EliteEliminator,7,0.14051428254249754,0.2415985098892386,0.9999990517974318,4,0.4118939656706623,0.6370548888084502,11,0.4513870130874851,0.38114380412854476,0.9999935014996281,0.6615804878264141,0.1,0.8901555982973659,0.6513894298125185,0.21915242665766133,0.6439107699251702,0.7313898109302949,0.4815828021235019,5,0.6187037421879358,0.6324749291580897,5,0.753550629,0.7057072759671759,TournamentSelection,4,102.36268708726685,26.122925635113965
44,2026-06-19T12:59:46.853829+00:00,62.42344218947001,1.5609713960929006,11.634335124084423,5000,2000,15,EliteGeometricEliminator,13,0.38298895203283007,0.9036384374616919,0.9999993864051132,8,0.5269856638582849,0.9899079490165635,20,0.41943539881961944,0.7104716063433122,0.9999981491523504,0.3926625489764023,0.10798014335474089,0.44224392528721146,0.25632203479525817,0.4298704455990121,0.49842268325846306,0.2364448552300365,0.38858060506987113,5,0.5554571269966795,0.51453498,5,0.4058205994950196,0.5083327647516912,TournamentSelection,5,98.21908578085491,26.627798598085104
45,2026-06-19T13:07:35.490706+00:00,60.28230679172319,1.4483809528968414,10.997503650570536,1000,2000,21,EliteGeometricEliminator,18,0.17288350919467685,0.8264253440850214,0.9999995822317915,3,0.1991206401920927,0.9273536462482099,5,0.8294194920852654,0.5447940610195262,0.9999996610992856,0.3668956775183937,0.10702265695306712,0.5632166344984931,0.6494672567581121,0.2993898905378165,0.5247682940142646,0.6821629950914446,0.8214768967623202,4,0.7434199037444782,0.5205609535855704,7,0.7782602909865483,0.2895758231566068,TournamentSelection,4,94.07502642519475,26.489587158251616
46,2026-06-19T13:51:45.309726+00:00,63.26575064287826,8.757636918027407,8.939793329711872,5000,2000,16,EliteEliminator,1,0.48210806088392194,0.6131093887632015,0.999996319,2,0.7400839735868213,0.12329238158136169,17,0.5032120265677202,0.45026221012142387,0.9999935681484327,0.38267239973509826,0.1,0.8105522077161902,0.8,0.21117456338257107,0.5913501289667148,0.1256332711112757,0.3680413424144169,4,0.5475086204548884,0.8092271626627883,5,0.4459681343737577,0.6474738397469428,TournamentSelection,5,99.07368478,27.457816504771717
47,2026-06-19T14:33:02.792715+00:00,62.939405540393054,3.904806974110395,14.59991547610693,5000,2000,15,EliteGeometricEliminator,12,0.085076933,0.2105606989624561,0.9999979815097546,1,0.21516582026094475,0.20662227025934585,10,0.18020080454562662,0.4732581527835279,0.9999910527120475,0.41207167387974397,0.1767743136860755,1,0.6986296581604114,0.21703403308919667,0.5926434705828841,0.7729654881981021,0.9926960006650908,5,0.24264771865876078,0.8231643394905898,5,0.29042534850006274,0.3300118449844497,TournamentSelection,4,99.49252071176244,26.386290369023673
48,2026-06-19T14:33:51.704051+00:00,62.36902003632829,1,15.062481369608701,50,2000,28,EliteEliminator,1,0.3192190767799072,0.13376040140578482,0.9999983677517017,1,0.5055665916407649,0.9885709284676432,12,0.6294263687904957,0.6170177288331249,0.9999919450390092,0.46054321643018037,0.1,0.5185336116856103,0.34613812778678205,0.6371925180266734,0.5386297575092693,0.8339767966604595,0.15547926583535157,2,0.7372676137272101,0.6648074998647233,5,0.7460003132630415,0.8432464217184135,TournamentSelection,6,98.33659843387221,26.40144163878436
49,2026-06-19T14:36:59.877517+00:00,61.04881282261064,3.446418409183217,13.124486486546488,500,2000,16,EliteGeometricEliminator,3,0.2697799871636721,0.39909265564917995,0.9999988992119003,4,0.6560317674011931,0.12194753734891685,17,0.7908082217361767,0.3061192025026479,0.9999951278815734,0.6264441843173384,0.1,0.5231168030193706,0.7039705209814875,0.21006476856064366,0.5931973338200717,0.7128883009987187,0.500144121,4,0.5290574920267487,0.26248202288573996,5,0.15013792177959212,0.8919889139065844,TournamentSelection,4,96.93836031428461,25.15926533093667
